Ind	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	pop	superpop
HG01513	-21.8559	-36.8168	-9.07563	-7.48047	-1.24396	1.44757	-9.82136	-1.14285	1.55719	-0.0395251	IBS	EUR
HG01515	-22.7075	-37.8877	-10.5599	-8.62483	0.412517	2.40712	-8.49546	-1.37295	1.57733	0.322507	IBS	EUR
HG01516	-22.9372	-38.3962	-9.38301	-7.70547	-1.38592	-0.468895	-9.44613	-1.10918	0.446059	-4.0314	IBS	EUR
HG01518	-24.293	-37.5202	-8.58716	-8.75738	-0.451081	-1.34964	-5.09856	-0.818744	-2.26182	7.69322	IBS	EUR
HG01519	-24.2069	-37.9427	-8.50438	-6.54601	0.467481	-1.01158	-7.25383	1.12003	-2.7216	-0.546014	IBS	EUR
HG01521	-24.3219	-38.0663	-8.65415	-5.13032	-0.69097	1.1388	-6.17011	-2.57056	-0.594031	-0.04702	IBS	EUR
HG01522	-25.6464	-35.8257	-8.51641	-7.88634	1.261	2.54326	-4.80341	-0.743814	5.74863	-8.20597	IBS	EUR
HG01524	-22.449	-35.4764	-7.89375	-8.59222	1.08037	1.70365	-10.8419	-1.72895	-2.14885	1.68335	IBS	EUR
HG01525	-21.936	-34.5151	-9.24637	-6.36908	1.33478	1.70349	-10.8773	-1.52855	2.42223	-0.246831	IBS	EUR
HG01527	-19.4877	-35.6689	-6.49262	-6.20001	-1.76397	1.89325	-8.84834	-0.586137	-0.17636	6.10736	IBS	EUR
HG01528	-21.701	-37.1397	-7.93215	-5.62165	0.0318978	-1.20763	-10.6563	0.772748	-0.674389	2.91261	IBS	EUR
HG01530	-21.2854	-35.7407	-8.41905	-8.0364	0.600925	-0.260018	-9.02975	-0.380071	3.9521	-7.64708	IBS	EUR
HG01531	-20.4995	-34.3375	-6.46604	-9.39112	-0.279531	0.354918	-6.75587	0.538145	1.30009	-5.92085	IBS	EUR
HG01536	-21.8595	-35.3032	-5.78391	-6.17422	0.579558	-0.407804	-6.94707	-0.993512	1.05604	-1.4204	IBS	EUR
HG01537	-23.6608	-36.701	-7.05549	-6.78848	-0.769738	2.82198	-6.94735	0.124882	1.75205	0.819427	IBS	EUR
HG01550	-17.8922	-18.4019	-9.9016	13.9521	0.323549	1.70129	-6.49829	-1.01017	-0.329464	8.14321	CLM	AMR
HG01551	18.7671	-3.13184	-9.55419	17.6695	0.0348372	-1.34891	-2.56105	-4.09616	-1.4323	9.26617	CLM	AMR
HG01556	-0.816069	-4.83253	-11.5563	24.5572	0.514623	-2.25477	-4.02166	-0.829538	-1.75027	7.17108	CLM	AMR
HG01565	-25.4177	11.0715	-18.6475	56.0767	-0.408529	2.26351	-1.15589	0.789304	-0.186521	-3.02609	PEL	AMR
HG01566	-26.3573	-4.90703	-17.9192	35.2267	0.398771	0.290691	-2.61185	1.12238	4.3013	-1.74728	PEL	AMR
HG01571	-27.1217	8.68847	-18.2905	54.4651	-1.48363	2.41633	-0.0318631	-2.44327	2.72702	-13.2287	PEL	AMR
HG01572	-28.6509	27.994	-27.5634	82.9319	-1.52215	3.73682	7.02664	-1.29483	-1.26159	0.802253	PEL	AMR
HG01577	-17.4407	-3.56774	-14.9131	32.8826	0.436564	1.68258	-1.81685	-1.01918	-1.67822	6.92765	PEL	AMR
HG01578	-26.0566	7.04865	-18.8306	50.938	0.314656	2.59557	0.596892	-0.24782	0.895643	6.21631	PEL	AMR
HG01583	-18.7875	-9.44123	30.6156	3.47758	-0.615416	2.01015	1.17294	-1.28733	2.22667	-7.14341	PJL	SAS
HG01586	-19.9059	-9.21827	28.7135	3.98258	-1.51253	-2.54389	-1.60749	-0.465934	-2.16851	6.26986	PJL	SAS
HG01589	-19.7212	-9.85394	26.1978	3.51351	0.0534744	-1.56631	2.19544	1.60636	-3.06741	1.51228	PJL	SAS
HG01593	-20.0608	-13.1086	25.0409	2.34619	-2.36667	-1.98816	-1.27134	-1.76495	-1.46056	0.877374	PJL	SAS
HG01595	-28.3144	64.0627	-5.43663	-9.31073	11.6405	8.18205	0.581845	1.58606	-0.241168	2.40093	KHV	EAS
HG01596	-28.7289	62.3701	-0.934615	-8.77327	12.4207	14.485	3.72891	-1.19594	-2.76834	1.12568	KHV	EAS
HG01597	-28.9352	62.6523	-3.27365	-10.8319	10.0356	14.7342	1.00828	-1.3593	1.17987	-5.59621	KHV	EAS
HG01598	-30.3859	63.7154	-4.92458	-7.74277	10.8925	11.1375	1.44884	1.04072	1.17164	3.1006	KHV	EAS
HG01599	-28.5599	62.0413	-2.86045	-8.31647	10.9152	9.488	-0.770746	-0.598624	-0.044047	-10.8336	KHV	EAS
HG01600	-29.0283	63.3321	-2.48973	-9.06637	10.3039	13.5644	-0.34324	-0.226835	-0.407258	-1.44928	KHV	EAS
HG01602	-19.8235	-34.3747	-7.53139	-6.68455	1.13694	2.62951	-6.79522	0.501152	3.46958	4.20422	IBS	EUR
HG01603	-21.1685	-34.3997	-7.47648	-6.65475	1.27394	1.07858	-7.0092	0.0345903	-1.96091	2.84542	IBS	EUR
HG01605	-21.7585	-34.8468	-7.02734	-6.38268	-0.00627059	0.633915	-8.1337	0.119006	-1.32138	-5.15972	IBS	EUR
HG01606	-23.6816	-36.4358	-7.10256	-7.08675	0.357657	2.47714	-7.10162	-0.208688	-0.973916	1.30977	IBS	EUR
HG01607	-22.4894	-36.7063	-4.7258	-7.08037	1.48046	1.99427	-9.2453	-1.39716	-0.0414783	4.2168	IBS	EUR
HG01608	-20.8937	-35.9118	-9.45872	-6.52493	-1.13857	1.4855	-10.3505	-1.37051	0.977015	-4.98499	IBS	EUR
HG01610	-21.1096	-35.4581	-7.68091	-8.53776	-1.29564	0.484107	-8.72624	-0.51601	0.541356	0.651397	IBS	EUR
HG01612	-19.6156	-36.9649	-7.16406	-7.85717	-1.26472	-0.89488	-7.77801	0.195854	4.38824	-1.12219	IBS	EUR
HG01613	-22.6494	-34.4418	-5.25883	-7.00381	1.02749	-0.156336	-11.4119	-1.19554	1.17269	-6.3694	IBS	EUR
HG01615	-21.4115	-36.4291	-6.59807	-7.89444	-1.3613	0.940229	-9.61278	0.164084	1.34874	0.184143	IBS	EUR
HG01617	-22.75	-34.3082	-8.91076	-5.36573	1.48883	1.40619	-7.20199	-1.2144	-4.64421	4.70578	IBS	EUR
HG01618	-20.2018	-34.9423	-8.80787	-6.20789	0.0675969	-1.02986	-7.97256	-1.41448	1.01057	-0.553593	IBS	EUR
HG01619	-22.4861	-37.2453	-5.32691	-7.61984	-0.425806	2.6732	-8.41938	1.91449	2.65181	-7.10637	IBS	EUR
HG01620	-22.0535	-35.1761	-8.16549	-6.31141	-0.479088	0.923793	-8.71638	0.432708	-1.4978	2.7683	IBS	EUR
HG01623	-20.0104	-36.6911	-7.79966	-6.24379	0.822671	0.620412	-9.97338	-3.81574	3.22067	1.76186	IBS	EUR
HG01624	-20.927	-35.0576	-6.84574	-7.57641	-1.25088	1.57215	-8.77993	0.915656	1.01848	-3.18078	IBS	EUR
HG01625	-19.8052	-36.5154	-9.12468	-6.96201	-1.31109	-0.233575	-6.56468	1.21749	-2.6947	-1.49128	IBS	EUR
HG01626	-21.8481	-34.7988	-10.4185	-6.94863	-0.703607	2.97039	-12.1552	-0.248891	0.0620766	2.67916	IBS	EUR
HG01628	-15.5092	-36.6783	-6.22828	-3.96493	-0.43479	1.01052	-13.0861	0.52581	1.54243	-1.165	IBS	EUR
HG01630	-19.9806	-35.0045	-6.53158	-8.06892	-0.273473	1.18191	-13.011	1.35726	-2.39156	3.92082	IBS	EUR
HG01631	-22.6091	-37.2338	-7.74181	-6.78133	0.146861	2.58756	-12.5774	0.58705	-1.63688	7.53954	IBS	EUR
HG01632	-20.642	-35.8052	-6.20159	-5.80761	-1.02805	1.05213	-7.36158	1.23464	1.29666	0.446999	IBS	EUR
HG01668	-18.9369	-34.4835	-6.73443	-7.2304	-0.846818	1.28512	-8.76541	0.265443	1.60102	5.60904	IBS	EUR
HG01669	-17.2567	-34.9996	-7.54578	-7.77462	1.81038	0.30711	-8.85428	-0.707949	2.11692	7.17544	IBS	EUR
HG01670	-19.7449	-37.3374	-7.97388	-7.01532	-0.584392	2.08997	-11.1812	-0.00260857	-1.30288	4.33825	IBS	EUR
HG01672	-22.7859	-37.3454	-7.29778	-4.78995	-2.21165	2.17487	-9.37868	-0.836138	0.555857	-4.18536	IBS	EUR
HG01673	-23.5092	-37.2539	-8.68314	-6.39788	-0.490862	1.48742	-9.72616	-0.855436	-3.03104	-0.412207	IBS	EUR
HG01675	-22.3318	-35.3987	-6.5764	-8.91696	0.0485828	-1.81135	-9.21937	-1.0092	-2.45406	1.87465	IBS	EUR
HG01676	-22.9814	-37.6329	-8.66115	-8.37119	-2.79832	2.13401	-6.33527	0.535369	2.40919	5.68797	IBS	EUR
HG01678	-21.6183	-35.2433	-8.48454	-7.10273	1.2087	1.69311	-8.95636	-1.7152	-1.07248	3.25774	IBS	EUR
HG01679	-21.9204	-36.8142	-7.58088	-6.66248	-1.42473	0.682289	-7.95944	1.84506	2.39044	3.83651	IBS	EUR
HG01680	-21.519	-35.3266	-7.36054	-5.7247	-1.15159	0.598562	-9.8632	-2.41673	-2.95146	5.11223	IBS	EUR
HG01682	-22.6619	-37.4056	-6.77966	-6.82671	0.694929	3.30569	-8.39662	-2.24448	1.7659	-0.935495	IBS	EUR
HG01684	-22.91	-34.9256	-8.14109	-6.10705	-1.19858	-0.374219	-9.61641	-1.16022	-0.281035	2.0912	IBS	EUR
HG01685	-20.9442	-34.4499	-6.24958	-5.59056	-2.23755	-0.0144472	-8.56912	-2.71259	0.953002	5.09153	IBS	EUR
HG01686	-21.3599	-36.7134	-6.88449	-6.55656	0.572956	-0.363712	-5.80109	0.46372	3.81402	-11.0156	IBS	EUR
HG01694	-15.1055	-35.1811	-7.11334	-7.24051	-1.11523	0.925415	-12.919	-2.61493	-0.394008	-2.68038	IBS	EUR
HG01695	-18.1391	-33.147	-8.00867	-6.26887	-0.549534	0.823434	-11.856	0.286437	-1.04375	4.03894	IBS	EUR
HG01697	-21.2884	-34.5877	-6.55881	-6.56059	0.787004	-0.374905	-10.7828	0.26939	-3.05638	7.2407	IBS	EUR
HG01699	-20.6966	-35.937	-6.70503	-6.4896	-0.679772	2.59246	-9.70183	-4.97171	-1.40829	4.43945	IBS	EUR
HG01700	-24.6831	-38.0117	-8.99472	-5.6249	-0.593826	0.265956	-9.25098	-0.770348	0.467283	-0.930179	IBS	EUR
HG01702	-23.9394	-39.0904	-9.83414	-6.82506	0.214451	1.17944	-6.80592	-0.514697	-3.33847	5.0652	IBS	EUR
HG01704	-18.0666	-34.7544	-5.9315	-8.33993	-0.805606	0.341101	-9.71689	-2.3858	-1.37833	3.42012	IBS	EUR
HG01705	-19.7686	-35.1547	-8.06078	-9.07309	-0.668256	0.514755	-12.6931	-1.27367	-2.06053	2.07126	IBS	EUR
HG01707	-18.9919	-35.419	-8.97677	-6.05491	-0.262494	0.19267	-5.85606	-0.883864	-1.45837	3.44108	IBS	EUR
HG01708	-20.6006	-33.3483	-5.69728	-6.05899	-1.82162	4.52212	-9.3967	0.859381	2.33608	-2.50727	IBS	EUR
HG01709	-20.2882	-36.5639	-5.47405	-6.67222	-0.659028	3.4148	-6.68848	0.288409	2.19824	-4.30507	IBS	EUR
HG01710	-20.6618	-35.847	-4.81888	-7.97403	1.63127	0.514688	-5.98353	1.1575	5.90616	-0.287221	IBS	EUR
HG01746	-22.4539	-35.5587	-7.9419	-8.9831	0.295869	0.718648	-9.54828	-2.97834	-1.22333	2.43457	IBS	EUR
HG01747	-21.8952	-35.9074	-8.0651	-5.60355	-0.762864	0.0619922	-8.74719	-0.420617	-0.164936	0.0655864	IBS	EUR
HG01756	-19.6325	-35.4971	-6.64807	-8.97669	0.655339	0.610064	-10.1477	-1.82276	-0.482952	-0.390825	IBS	EUR
HG01757	-20.3322	-35.5123	-7.03742	-6.78917	-1.55523	0.723687	-8.67329	-0.873262	2.50381	3.04153	IBS	EUR
HG01761	-21.0369	-36.0901	-7.54291	-6.68795	-1.15993	0.902076	-9.20867	-2.38992	-1.80807	2.24454	IBS	EUR
HG01762	-22.7683	-37.4643	-5.85014	-7.36012	0.471849	-1.0212	-6.65321	1.81949	-0.844613	-1.70378	IBS	EUR
HG01765	-22.0697	-37.2414	-6.43378	-5.73691	1.03341	0.709183	-7.15804	1.05542	-0.119391	6.76358	IBS	EUR
HG01766	-20.762	-34.1984	-6.69735	-7.59136	0.1134	1.27328	-8.00767	-1.0678	-0.162758	0.0211962	IBS	EUR
HG01767	-21.4151	-38.1002	-7.12191	-7.51359	2.2926	2.43561	-8.88913	-2.57191	0.221985	1.47948	IBS	EUR
HG01768	-18.9062	-35.7616	-6.90203	-8.11309	-1.46379	-1.18529	-8.52777	-0.595798	0.528018	-2.70945	IBS	EUR
HG01770	-21.2742	-37.3844	-6.36049	-6.73773	-1.99149	0.498447	-11.6867	2.42096	0.503673	-6.42101	IBS	EUR
HG01771	-21.646	-35.9808	-7.03857	-7.36459	0.594815	-0.812852	-7.78616	0.545919	5.12598	-2.77708	IBS	EUR
HG01773	-22.2144	-37.1916	-5.42421	-9.14777	-1.5841	-0.226974	-8.50138	-0.45799	-1.03492	-3.27945	IBS	EUR
HG01775	-23.3713	-37.7414	-8.68371	-6.37627	-2.13638	2.49894	-6.65561	1.45721	-0.267228	-1.55068	IBS	EUR
HG01776	-23.337	-35.4699	-7.42086	-6.55471	0.0283356	-0.604362	-9.77655	-3.32503	-0.912535	-4.91545	IBS	EUR
HG01777	-22.4732	-36.8335	-8.37894	-6.89279	0.042487	1.9021	-7.60341	-1.04826	-1.32652	1.71392	IBS	EUR
HG01779	-23.4108	-37.2411	-7.69456	-9.04864	0.228546	1.16927	-7.47787	-1.5308	2.527	-5.20442	IBS	EUR
HG01781	-20.7026	-37.4075	-7.09892	-7.91682	-0.0539058	0.0688754	-10.9776	-0.442746	1.40635	4.99769	IBS	EUR
HG01783	-20.1645	-36.8176	-6.87488	-5.39849	-1.52976	0.489902	-10.2624	-1.80607	0.666399	4.32536	IBS	EUR
HG01784	-21.792	-36.4774	-6.88939	-8.18703	0.855197	-0.723976	-10.4295	-0.552745	1.50439	3.06159	IBS	EUR
HG01785	-23.9739	-37.4825	-8.37288	-7.83513	-0.389487	-0.423824	-5.92616	-1.14861	-1.46932	-0.441381	IBS	EUR
HG01786	-23.1853	-36.536	-7.41318	-7.65898	-0.0265412	0.640102	-9.21485	-0.999228	-0.4259	6.40897	IBS	EUR
HG01789	-24.7152	-36.0217	-8.11311	-6.41165	0.11751	0.280623	0.147266	-1.51114	-0.0107906	-7.15933	GBR	EUR
HG01790	-25.1462	-37.0509	-6.01605	-7.05492	-0.997614	2.03437	1.59466	-1.89437	-1.15954	3.5435	GBR	EUR
HG01791	-24.7785	-36.1189	-4.70687	-5.54498	-2.26396	-1.36065	1.74931	-1.22278	-1.6635	6.04839	GBR	EUR
HG01794	-27.8091	65.6213	-5.1527	-11.3227	12.1552	16.6844	0.579438	1.19093	1.03661	-6.74032	CDX	EAS
HG01795	-29.4419	64.445	-4.52391	-10.4369	13.9342	17.0184	1.09635	1.70615	-2.34587	9.1482	CDX	EAS
HG01796	-29.0973	65.0631	-1.7964	-9.40803	13.192	18.4724	1.72452	-1.41706	-1.81629	4.65127	CDX	EAS
HG01797	-28.3207	64.4546	-3.55744	-10.016	11.8252	20.4391	-1.39515	-2.97731	-0.125462	6.42894	CDX	EAS
HG01798	-29.9418	63.0519	-6.13027	-5.87039	8.30598	0.879702	0.132429	0.548515	-2.75799	3.91345	CDX	EAS
HG01799	-30.6197	65.5219	-3.9278	-8.9572	11.6381	15.7477	0.162136	1.17551	-1.43609	5.41716	CDX	EAS
HG01800	-29.183	65.3538	-5.12852	-9.95795	12.7529	14.2131	2.62708	-0.534461	-1.09194	6.38327	CDX	EAS
HG01801	-27.5016	63.7454	-2.44354	-10.5464	11.1933	16.449	2.54394	1.84062	1.68686	-7.69459	CDX	EAS
HG01802	-27.9538	63.4189	-4.35769	-10.131	12.9211	12.6955	2.89003	0.916274	0.803604	-0.559622	CDX	EAS
HG01804	-29.6231	61.7949	-3.28076	-8.63357	11.4184	15.8177	1.32988	-0.885629	1.26078	-0.47144	CDX	EAS
HG01805	-29.4184	65.1191	-6.86129	-11.3814	12.243	13.3397	0.419069	-1.29296	3.38999	2.62456	CDX	EAS
HG01806	-29.4546	63.6655	-5.44686	-12.3463	14.1178	19.5471	-0.536299	-0.490643	-3.72489	5.00988	CDX	EAS
HG01807	-28.6861	64.0194	-4.88254	-10.4827	14.0856	14.5244	0.870185	1.404	0.107024	3.45189	CDX	EAS
HG01808	-29.1598	64.1898	-5.73007	-10.6447	12.6575	14.0458	-2.03002	3.12976	-0.403277	2.08449	CDX	EAS
HG01809	-27.8536	64.0437	-2.11162	-12.5469	12.4026	14.3468	0.99202	0.00507894	2.69975	-2.41485	CDX	EAS
HG01810	-28.6379	65.0756	-4.51324	-10.7086	12.6674	15.7401	2.74082	-3.40799	1.0372	6.41474	CDX	EAS
HG01811	-29.3232	64.8508	-5.87054	-9.32588	13.9946	17.7206	2.29877	-1.99554	-2.53867	5.63991	CDX	EAS
HG01812	-29.7608	63.4587	-4.5167	-9.35171	14.7088	16.9445	0.13455	-0.36068	-4.92719	3.8284	CDX	EAS
HG01813	-28.9983	64.5534	-4.50594	-9.29562	13.7675	16.2472	1.77404	0.628492	-2.81987	5.77645	CDX	EAS
HG01815	-27.9487	64.3475	-2.54398	-7.75651	12.2905	20.6987	1.95363	0.886127	3.0892	-4.15439	CDX	EAS
HG01816	-29.3018	66.3001	-7.06777	-10.5955	13.8782	16.9371	1.2059	-2.04774	-0.902516	4.39411	CDX	EAS
HG01817	-27.5837	62.6469	-4.39219	-11.5444	13.6406	14.8773	4.17624	0.225189	-0.797545	4.30703	CDX	EAS
HG01840	-28.3918	62.1008	-2.68926	-9.75115	9.92146	12.2506	1.62308	0.336703	0.966676	-0.136092	KHV	EAS
HG01841	-30.3706	62.695	-4.61301	-10.2058	12.125	15.2854	0.432244	-1.02545	-2.60243	3.24168	KHV	EAS
HG01842	-29.9822	63.0545	-4.28308	-11.1116	11.3722	12.0228	0.152666	1.09304	0.538529	0.863931	KHV	EAS
HG01843	-30.3187	61.9182	-3.40524	-10.07	12.3706	13.7901	2.06166	-0.18858	1.27189	1.28182	KHV	EAS
HG01844	-28.2819	61.2853	-3.4785	-11.0551	11.9455	11.4891	-0.13681	-1.61002	-0.244645	5.25303	KHV	EAS
HG01845	-27.3354	60.5109	-4.85019	-9.77468	9.7675	12.2057	-0.0935496	-2.38464	-2.7636	-3.731	KHV	EAS
HG01846	-27.8778	60.6507	-5.18945	-9.18447	12.2227	12.9844	0.557508	-1.12453	-4.75929	4.15851	KHV	EAS
HG01847	-28.56	61.2101	-2.60928	-8.86487	10.7698	14.6672	-0.986138	-0.961287	-2.19019	2.7457	KHV	EAS
HG01848	-27.0893	63.5374	-3.94714	-10.7338	12.9588	12.2427	1.76808	0.707981	-2.12155	1.33538	KHV	EAS
HG01849	-27.5891	61.6181	-1.75209	-9.17845	10.9966	15.1395	-1.01395	-1.33263	1.94801	5.00789	KHV	EAS
HG01850	-26.6981	63.7845	-4.49118	-5.11761	13.4293	12.9922	0.625448	2.13782	-1.50238	1.02917	KHV	EAS
HG01851	-29.1634	64.4485	-4.23839	-8.06354	12.9178	13.7753	0.548094	-1.79957	-1.26636	-0.690434	KHV	EAS
HG01852	-29.8593	61.3698	-3.62573	-8.88755	11.5806	12.2992	0.913529	-2.14995	-1.21458	2.97984	KHV	EAS
HG01853	-28.3449	62.5759	-2.913	-8.96641	11.4521	12.5854	1.09273	-0.454218	4.26386	-6.46933	KHV	EAS
HG01855	-28.2558	61.8849	-3.8995	-10.5897	12.0058	11.3891	2.15797	1.35203	0.490535	9.72849	KHV	EAS
HG01857	-29.4254	61.6458	-3.76	-9.12222	12.4706	10.6992	0.967401	-0.974454	0.841258	4.42496	KHV	EAS
HG01858	-27.1048	65.6879	-4.61476	-9.17776	12.7174	14.0225	3.80232	-2.29003	4.53194	-6.90892	KHV	EAS
HG01859	-28.6639	62.2547	-4.76197	-9.06559	12.8027	13.7781	2.10324	1.75827	-4.15674	4.94527	KHV	EAS
HG01860	-27.3323	61.5492	-5.38177	-9.59135	11.7244	18.0292	2.09728	0.815372	-2.03431	2.67364	KHV	EAS
HG01861	-27.8887	62.5028	-0.0517581	-9.83468	11.2751	13.1892	1.41725	-1.52191	-2.33162	3.27573	KHV	EAS
HG01862	-29.7857	64.9467	-2.31779	-9.03423	12.3907	11.4854	1.39354	0.974943	-0.857254	6.57889	KHV	EAS
HG01863	-29.6431	65.4099	-3.87936	-8.30484	10.3399	9.72016	1.09725	1.14194	-3.66024	4.16002	KHV	EAS
HG01864	-27.2581	62.7231	-2.86511	-9.87765	10.4467	13.9712	0.369117	0.590795	3.6106	-7.92226	KHV	EAS
HG01865	-28.9509	62.5236	-4.65866	-9.37293	11.8428	11.2302	4.33305	0.917471	0.234103	2.96119	KHV	EAS
HG01866	-28.553	60.1261	-2.11424	-9.87539	12.1282	13.3626	-0.190739	1.64824	-1.32748	-0.696987	KHV	EAS
HG01867	-28.2996	61.1264	-6.23983	-8.80829	10.3336	13.5775	-0.105624	-2.69685	2.3782	-0.550872	KHV	EAS
HG01868	-28.7269	61.6934	-2.5543	-8.1483	12.7317	13.3637	2.63849	-1.34137	0.61324	-2.53545	KHV	EAS
HG01869	-30.1582	63.7181	-5.81579	-8.26189	10.7969	13.9586	0.438473	-1.20963	0.236138	-7.44822	KHV	EAS
HG01870	-29.3833	61.9679	-6.29395	-10.4238	12.2228	12.4574	1.14653	2.40316	-0.286055	4.02543	KHV	EAS
HG01871	-29.1391	63.0995	-4.45558	-7.89613	12.4576	14.9502	0.775188	-0.765913	-2.01583	0.679271	KHV	EAS
HG01872	-29.3085	61.7728	-2.43461	-7.20333	11.0984	8.87519	1.25601	0.212644	1.66693	-3.43824	KHV	EAS
HG01873	-29.4051	61.5135	-4.71123	-10.7187	12.1109	12.5101	-0.40109	-2.09269	-1.58068	7.58358	KHV	EAS
HG01874	-28.2484	62.7704	-5.28193	-7.78043	8.37845	11.9166	-0.860735	0.382227	-1.21157	6.09967	KHV	EAS
HG01878	-28.7903	63.9426	-3.44896	-8.42432	10.9866	13.6523	1.88022	-0.173211	0.215084	-0.581092	KHV	EAS
HG01879	72.781	0.658887	-0.730202	-2.28602	0.521013	-1.39115	0.9515	-0.121911	-5.48921	-0.572573	ACB	AFR
HG01880	39.2321	4.75391	14.7606	3.1789	0.507715	1.7877	1.96318	-0.0760927	-5.56476	5.32594	ACB	AFR
HG01882	87.6934	3.61931	-1.05938	0.196671	-1.89779	-3.79392	-0.334876	0.446586	1.10383	-3.66015	ACB	AFR
HG01883	75.4296	-0.586396	-1.53885	-1.45115	-1.03724	-0.317576	0.743596	1.2083	-8.81468	-0.456176	ACB	AFR
HG01885	85.0153	2.71375	-2.61533	-1.85119	-1.11433	-0.440432	0.677345	-0.108258	-5.13868	4.30754	ACB	AFR
HG01886	76.9063	1.21728	-3.66987	-1.27041	-0.923611	0.323123	0.976823	-0.910433	-2.31196	-0.855011	ACB	AFR
HG01889	88.768	4.81027	-1.59549	-1.15693	0.592551	0.107448	0.44329	-0.754062	-1.5041	-2.97849	ACB	AFR
HG01890	74.9411	1.86618	-3.25506	-1.07046	-0.756212	2.15801	1.60731	-1.59349	-6.31134	6.80539	ACB	AFR
HG01892	-19.3276	17.3599	-19.4429	62.9026	0.29257	0.432093	0.402964	-0.403248	1.66579	-1.94428	PEL	AMR
HG01893	-12.6579	6.62469	-15.0136	46.6721	-1.2691	2.07703	0.215902	1.93733	2.94135	-9.78369	PEL	AMR
HG01894	82.2527	2.26742	-1.13996	-1.64619	0.12909	-0.97531	2.54264	-0.958026	-4.86539	-4.91425	ACB	AFR
HG01896	88.4438	5.82806	0.526155	-0.316015	0.851233	-0.77484	0.999055	0.115229	-8.35199	-2.59523	ACB	AFR
HG01912	80.3953	-1.0958	-2.09354	-1.73064	-0.414562	2.79666	3.58865	2.35808	-3.00852	-1.98436	ACB	AFR
HG01914	72.0355	-1.34835	-1.89402	-1.91894	-0.678042	-1.39445	-1.44337	-1.1305	-3.50294	-2.97255	ACB	AFR
HG01915	82.4428	2.70066	-1.20289	-0.243988	-0.209698	0.207979	1.13572	-3.36096	-2.78307	-0.205573	ACB	AFR
HG01917	-26.2842	21.8265	-25.2257	73.6783	0.166273	2.30652	6.1412	-0.991982	1.93315	-1.52709	PEL	AMR
HG01918	-26.3639	16.5908	-20.4178	66.9546	-0.168196	2.98624	0.926914	-0.806582	6.83137	-9.17587	PEL	AMR
HG01920	-30.8017	29.7827	-26.5659	85.4855	-1.4175	4.50776	8.9396	-0.924142	3.75274	-11.133	PEL	AMR
HG01921	-27.8087	15.7599	-19.8878	64.757	0.462915	-0.0526517	0.200064	0.058901	0.126114	-3.75956	PEL	AMR
HG01923	-28.9143	28.7595	-26.3554	81.1608	0.47882	3.46022	7.34768	0.931969	1.64021	-3.39404	PEL	AMR
HG01924	-12.6659	21.2938	-18.1995	56.1465	-1.15062	3.44207	3.13535	2.28479	-2.46386	0.508325	PEL	AMR
HG01926	-31.7142	32.0121	-27.3449	86.3806	-0.969281	1.55833	8.13131	-0.320924	-2.56768	4.48803	PEL	AMR
HG01927	-30.854	29.5754	-25.9507	79.6922	-0.702249	3.06339	5.63062	2.32898	-1.85156	-5.22895	PEL	AMR
HG01932	-28.0677	17.8869	-22.7103	69.2528	0.385548	2.03733	2.52791	1.35074	-3.95633	0.807646	PEL	AMR
HG01933	-17.6547	16.5806	-17.7482	51.7475	-0.741832	1.84473	-0.922214	-3.49854	-2.76615	3.87273	PEL	AMR
HG01935	-27.435	15.2147	-21.1345	63.6528	-0.281049	3.53974	0.877159	-0.946847	4.21847	-4.43039	PEL	AMR
HG01936	-23.6832	11.1421	-18.0517	55.4349	-0.581267	0.4818	0.338556	3.49833	1.59558	-6.74763	PEL	AMR
HG01938	-30.2026	32.8055	-28.2988	87.7645	-0.32238	0.0898382	7.39363	1.16681	0.992409	2.67462	PEL	AMR
HG01939	-27.0564	15.3678	-19.7727	65.3908	0.158346	2.30135	3.14239	1.37201	-3.54387	4.34772	PEL	AMR
HG01941	-21.1353	23.1966	-21.3093	69.3011	0.475164	2.28301	3.52892	-2.22824	-1.76059	3.6205	PEL	AMR
HG01942	-28.8181	19.9762	-21.1145	74.3391	-1.81062	2.48235	2.57597	1.35846	1.41118	-2.14584	PEL	AMR
HG01944	-27.9939	38.8402	-15.5477	42.4604	2.91399	1.21366	1.63134	2.36305	1.53147	-10.9377	PEL	AMR
HG01945	-28.6682	18.1369	-22.1979	66.5204	-1.12151	0.83145	6.06316	-2.49024	-2.12753	1.58176	PEL	AMR
HG01947	-24.2051	7.9022	-18.0618	50.2949	0.57752	0.0056399	-0.302563	-2.19759	-0.697175	-3.09235	PEL	AMR
HG01948	-6.03117	21.4932	-17.2419	56.3102	-0.468233	1.97355	-0.255187	1.55943	-2.17965	-4.66261	PEL	AMR
HG01950	-23.2576	24.9957	-23.0722	72.9152	-0.0585772	0.261938	4.16975	-3.22564	-2.01296	3.57197	PEL	AMR
HG01951	-27.1334	32.0786	-21.6105	84.6352	-0.781532	3.4978	4.36474	1.12194	-0.219547	-10.05	PEL	AMR
HG01953	-28.5454	24.0136	-22.9669	76.1498	0.0412415	1.52283	3.28174	2.47723	-1.83949	-4.77681	PEL	AMR
HG01954	-30.3709	27.8604	-24.2724	78.923	0.403288	3.07771	7.35999	2.72393	-0.917117	-1.00977	PEL	AMR
